CampaignID,Platform,AdType,AgeGroup,Budget,DurationDays,Impressions,Clicks,Conversions,Cost,Revenue,CTR,CPC,ROI
456,Instagram,Video,18-24,721,27,25956,2816,367,740,23111.92,0.10849129295731237,0.2627840909090909,30.23231775184132
457,Google,Carousel,25-34,1221,4,75702,3232,613,1245,20376.15,0.04269372011307495,0.38521039603960394,15.366385644875194
458,TikTok,Carousel,45-60,3776,8,166144,5864,1550,3794,96271.98,0.03529468412942989,0.6469986357435198,24.374795785549438
459,Instagram,Video,18-24,993,3,77454,4278,927,997,19131.99,0.055232783329460064,0.23305282842449743,18.189562728927964
460,Instagram,Video,35-44,1499,29,32978,1202,190,1573,3633.23,0.03644854145187701,1.3086522462562395,1.3097452267095797
461,Google,Carousel,18-24,3787,9,128758,10810,3116,3914,106548.17,0.08395594836825673,0.3620721554116559,26.222322258131577
462,Facebook,Video,35-44,2589,29,124272,12534,2880,2660,191632.8,0.10085940517574353,0.212222754108824,71.04240511251199
463,Google,Image,25-34,4009,2,288648,24258,6853,4163,186705.72,0.08404007649455392,0.17161348833374557,43.8488392228212
464,Facebook,Video,45-60,4310,2,267220,26903,4893,4349,70594.93,0.10067734451014146,0.16165483403337919,15.232450007331972
465,TikTok,Video,45-60,2411,28,122961,6599,757,2436,14549.29,0.05366742300404193,0.3691468404303682,4.9726142325881595
466,Instagram,Image,45-60,3702,13,166590,4530,286,3728,20052.07,0.02719250855393481,0.8229580573951435,4.378775287007025
467,TikTok,Image,25-34,3720,15,293880,26794,6203,3909,337225.04,0.09117326800054444,0.14589087109054266,85.2688769685648
468,Facebook,Carousel,35-44,1803,28,63105,3133,251,1885,6958.74,0.0496474130417558,0.6016597510373444,2.691641612949862
469,Facebook,Carousel,25-34,2402,23,105688,8860,1113,2529,54393.1,0.08383165543864961,0.28544018058690745,20.507749209694982
470,TikTok,Image,45-60,1988,12,145124,5771,1056,2165,49558.69,0.039765993219591525,0.37515162016981457,21.890847893617508
471,Facebook,Image,25-34,420,26,19740,373,71,589,3967.52,0.01889564336372847,1.579088471849866,5.736021753565511
472,TikTok,Carousel,25-34,4998,4,139944,16679,3338,5154,87866.6,0.11918338764077059,0.3090113316146052,16.048235150592717
473,Instagram,Video,25-34,4529,26,339675,9233,845,4695,59579.44,0.027181865018031943,0.5085021119896025,11.689975866357534
474,TikTok,Image,35-44,1981,8,148575,17639,2556,2168,80912.22,0.11872118458690897,0.12290946198764102,36.32113612885419
475,Instagram,Carousel,18-24,474,9,9480,1113,227,642,13299.75,0.11740506329113924,0.5768194070080862,19.71612458205982
476,TikTok,Video,18-24,4774,23,229152,22301,6522,4806,72581.55,0.09731968300516687,0.21550603111968072,14.102277581100912
477,Facebook,Image,25-34,944,5,71744,5921,1373,1040,49546.08,0.08252954950936664,0.17564600574227326,46.64045841742932
478,TikTok,Video,18-24,647,24,26527,1951,547,757,18936.97,0.07354770611075508,0.3880061506919528,24.015811003491113
479,Facebook,Carousel,18-24,3112,20,108920,11466,2758,3127,132505.1,0.10526992287917737,0.2727193441479156,41.3745135216619
480,TikTok,Image,25-34,2386,18,143160,5989,1185,2408,17883.47,0.04183431126012853,0.4020704625146101,6.426691409642213
481,TikTok,Video,25-34,4738,11,331660,20378,1997,4872,130422.46,0.06144244105409154,0.23908136225341053,25.76979982207978
482,Google,Image,45-60,1737,15,109431,8550,1852,1762,46753.1,0.07813142528168435,0.20608187134502923,25.534110749799993
483,Facebook,Video,18-24,622,28,43540,2404,494,717,28351.97,0.05521359669269637,0.29825291181364394,38.542493219832515
484,Google,Carousel,35-44,2140,22,156220,8908,1787,2151,118343.8,0.057022148252464475,0.2414683430624158,54.01804021227504
485,Facebook,Carousel,25-34,3719,9,223140,10338,1782,3790,87908.53,0.04632965851035224,0.3666086283613852,22.194863198302468
486,Google,Image,45-60,4322,17,112372,8098,1475,4454,91246.19,0.07206421528494643,0.550012348728081,19.486347349359004
487,Instagram,Video,35-44,4674,27,154242,15973,2134,4779,120208.69,0.10355804514982948,0.29919238715332125,24.153524469277574
488,TikTok,Image,18-24,1683,26,80784,2598,467,1799,16292.27,0.032159833630421866,0.6924557351809084,8.056291867092346
489,Facebook,Image,45-60,1567,12,59546,6716,667,1763,44435.61,0.1127867530984449,0.26250744490768313,24.204540662210526
490,Facebook,Video,25-34,4343,7,165034,14159,3558,4519,108978.32,0.08579444235733243,0.31916095769475245,23.11558379811675
491,TikTok,Video,35-44,2707,10,56847,5716,551,2732,27541.68,0.10055060073530706,0.47795661301609516,9.081142839559302
492,Facebook,Video,25-34,3698,25,221880,15793,1125,3830,69950.07,0.07117811429601587,0.2425125055404293,17.26372635963348
493,Facebook,Carousel,18-24,4998,26,319872,30626,4871,5019,177922.6,0.09574454781912765,0.1638803630901848,34.44981003561879
494,Google,Image,35-44,3638,25,123692,1457,312,3650,9732.44,0.011779258157358601,2.5051475634866165,1.6664231644834417
495,Facebook,Image,18-24,1587,10,34914,3492,556,1742,23437.75,0.10001718508334766,0.4988545246277205,12.454504429349173
496,Instagram,Carousel,18-24,3187,27,95610,1378,164,3347,11030.22,0.014412718334902206,2.4288824383164007,2.29555450108404
497,Instagram,Video,45-60,147,13,10584,1141,216,253,16220.42,0.1078042328042328,0.22173531989482909,63.112320390365426
498,TikTok,Carousel,25-34,3265,19,212225,25279,3456,3287,166426.58,0.11911414772057957,0.13002887772459354,49.63175516856241
499,Facebook,Carousel,35-44,4580,11,224420,9503,2691,4676,151510.39,0.042344710810088226,0.4920551404819531,31.401708532253274
500,TikTok,Carousel,18-24,4782,13,363432,12042,3379,4799,247441.31,0.03313412137621343,0.3985218402258761,50.56101476727867
501,Instagram,Image,18-24,3800,21,224200,21117,3707,3916,62641.92,0.09418822479928635,0.18544300800303073,14.996405125930647
502,Facebook,Carousel,35-44,3207,8,118659,4489,592,3236,15537.34,0.03783109582922492,0.7208732457117398,3.801401812970915
503,Facebook,Image,18-24,4733,8,331310,34857,8166,4758,486881.42,0.10520962240801666,0.13650055942852224,101.32900831726135
504,TikTok,Image,45-60,393,4,26331,561,33,536,2232.85,0.021305685313888573,0.9554367201426025,3.1657643787638285
505,Instagram,Image,45-60,4716,15,99036,2362,398,4754,27856.83,0.02384991316289026,2.012701100762066,4.859661070527956
506,Facebook,Video,45-60,660,28,33660,3962,531,820,20739.53,0.11770647653000595,0.20696617869762746,24.29211434597298
507,TikTok,Image,45-60,1777,11,47979,4036,1130,1930,18366.79,0.08412013589278643,0.4781962338949455,8.516469570614854
508,Instagram,Image,18-24,2340,11,95940,9896,524,2515,21297.82,0.10314780070877631,0.2541430881164107,7.4683199154473385
509,TikTok,Video,35-44,1904,1,47600,2174,409,2096,10695.93,0.04567226890756303,0.9641214351425943,4.103020666807227
510,Google,Image,35-44,2658,17,82398,6955,1635,2823,49677.43,0.08440738852884778,0.40589503953989936,16.59739081628184
511,Facebook,Carousel,35-44,2129,15,140514,10590,1813,2258,116138.48,0.07536615568555446,0.21322001888574127,50.43422304616822
512,Google,Carousel,35-44,2374,20,180424,13774,982,2486,15011.73,0.07634239347315214,0.1804849716857848,5.038508404432608
513,Instagram,Image,25-34,4677,6,275943,23476,6881,4810,467431.05,0.08507554096316992,0.204890100528199,96.17901143948644
514,Google,Video,35-44,1227,24,67485,4945,887,1272,35423.97,0.07327554271319553,0.2572295247724975,26.84903580096121
515,Google,Carousel,25-34,1141,22,38794,2218,451,1190,23327.74,0.057173789761303294,0.5365193868349865,18.60314143264352
516,Instagram,Video,25-34,2841,28,133527,5388,588,3006,9570.09,0.04035138960659642,0.5579064587973274,2.1836612899735686
517,TikTok,Video,45-60,1799,25,127729,12076,2063,1904,69348.02,0.09454391719969624,0.1576681020205366,35.422281778138
518,Google,Carousel,25-34,2725,15,207100,7225,1136,2870,18493.02,0.03488652824722356,0.3972318339100346,5.443559958209247
519,TikTok,Video,18-24,831,9,56508,4868,334,985,25820.89,0.08614709421674807,0.202341824157765,25.21410379792928
520,Google,Carousel,25-34,3098,14,198272,7071,541,3266,35981.0,0.03566312943834732,0.4618865789845849,10.01683976117119
521,TikTok,Video,45-60,2155,18,79735,6282,1629,2226,68701.92,0.07878597855396,0.3543457497612225,29.863397564810043
522,Instagram,Carousel,25-34,3917,26,82257,7582,833,3990,21368.26,0.09217452618014273,0.5262463729886574,4.355454785151193
523,Google,Image,18-24,4592,17,146944,5004,494,4608,37218.88,0.03405378919860627,0.920863309352518,7.077013354934873
524,Instagram,Carousel,18-24,2163,18,138432,2297,404,2352,13785.19,0.016592984281091076,1.023944275141489,4.861050904404235
525,Google,Carousel,18-24,4020,5,293460,7162,1734,4176,36880.29,0.024405370408232808,0.583077352694778,7.831487145166079
526,Instagram,Carousel,45-60,2041,20,69394,5319,348,2226,17198.68,0.07664927803556504,0.4184997179921038,6.726273361517673
527,Instagram,Carousel,45-60,1117,20,43563,4506,875,1186,66556.16,0.10343640245162179,0.2632046160674656,55.11818285929172
528,Google,Video,35-44,1627,9,78096,1167,93,1776,954.94,0.014943146896127843,1.5218508997429305,-0.46231126624037167
529,Google,Image,45-60,1061,11,82758,7510,443,1066,11814.25,0.09074651393218783,0.14194407456724367,10.082787419612101
530,Google,Carousel,18-24,2324,24,141764,6740,425,2349,32168.82,0.047543805197370274,0.34851632047477743,12.694685952409376
531,Facebook,Video,18-24,4919,22,236112,14789,3823,5085,84014.32,0.06263552890153826,0.34383663533707487,15.52198930002854
532,TikTok,Image,45-60,1864,1,41008,4600,365,2003,6543.37,0.11217323449083105,0.43543478260869567,2.2667849173227146
533,Facebook,Image,25-34,2476,18,94088,4376,268,2574,13376.71,0.046509650539920074,0.5882084095063985,4.196857874282958
534,Facebook,Image,45-60,4452,6,97944,5992,955,4593,67164.26,0.061177815894797025,0.7665220293724967,13.623178660409184
535,Instagram,Image,45-60,4924,27,359452,4135,1079,4945,46826.1,0.01150362218043021,1.1958887545344619,8.469384131531292
536,Google,Carousel,18-24,2601,2,85833,1628,188,2651,14968.47,0.018967063949762913,1.6283783783783783,4.646346894744754
537,TikTok,Carousel,35-44,3707,15,218713,8408,1306,3857,75149.88,0.0384430737999113,0.45872978116079927,18.484023015754033
538,Instagram,Video,18-24,57,29,4446,58,3,232,45.56,0.013045434098065677,4.0,-0.8036390926112327
539,Facebook,Video,35-44,2605,26,192770,15315,2485,2803,197553.15,0.07944700938942782,0.18302317988899772,69.47918277063133
540,Google,Video,18-24,525,21,12075,687,133,628,5127.5,0.0568944099378882,0.9141193595342066,7.164801503859193
541,Instagram,Image,45-60,2261,14,176358,12397,2389,2438,71952.33,0.07029451456696038,0.19666048237476808,28.512848947899936
542,Google,Image,18-24,534,5,42186,1232,163,622,7995.4,0.029204001327454605,0.5048701298701299,11.854343222867643
543,Instagram,Carousel,18-24,4704,6,333984,14211,1831,4844,57313.1,0.04254994251221615,0.3408627119836746,10.831772098199872
544,Google,Image,18-24,2335,6,70050,5815,445,2472,7143.15,0.08301213418986439,0.42510748065348236,1.8896243312268386
545,Facebook,Image,45-60,4613,22,355201,41268,5847,4795,59054.61,0.11618210534317189,0.11619172239992245,11.315872062330811
546,TikTok,Image,45-60,3575,18,178750,2778,207,3583,8584.46,0.01554125874125874,1.2897768178545717,1.3958869058929955
547,Facebook,Video,45-60,3389,14,210118,22680,5480,3467,375820.81,0.10793934836615617,0.15286596119929452,107.3994256608367
548,TikTok,Video,45-60,2872,10,146472,10759,3136,2923,156994.63,0.07345431208695177,0.27167952411934193,52.710102480162305
549,Google,Carousel,35-44,4993,14,229678,16543,4839,5122,386851.49,0.07202692465103319,0.3096173608172641,74.52742842075591
550,Instagram,Image,35-44,2974,13,145726,9476,2523,3126,75889.99,0.06502614495697405,0.3298860278598565,23.2770268994728
551,Facebook,Image,25-34,308,3,19096,336,67,320,1985.33,0.017595307917888565,0.9523809523809523,5.204169542889561
552,TikTok,Carousel,45-60,332,6,6972,138,31,382,656.66,0.019793459552495698,2.7681159420289854,0.7189956248891597
553,Facebook,Image,35-44,1948,29,132464,10080,1222,2133,26254.0,0.07609614687764223,0.21160714285714285,11.308485391569045
554,TikTok,Image,18-24,4185,8,117180,5566,1156,4218,34637.3,0.04749957330602492,0.7578153072224219,7.211782681160045
555,Facebook,Video,45-60,3026,12,142222,15772,2585,3060,169314.41,0.11089704827663793,0.1940147096119706,54.33150529158325
556,TikTok,Carousel,25-34,2317,13,115850,6339,1080,2447,79275.21,0.05471730686232197,0.38602303202397853,31.396899620807297
557,TikTok,Carousel,25-34,3250,11,256750,6614,1583,3369,123879.41,0.025760467380720544,0.5093740550347747,35.77037971959281
558,Google,Carousel,25-34,662,12,35086,3109,374,848,9821.34,0.08861084193125462,0.2727565133483435,10.581772575760766
559,TikTok,Carousel,18-24,737,1,55275,2336,302,806,21650.63,0.04226142017186793,0.3450342465753425,25.861823963128906
560,Google,Video,35-44,3740,17,127160,8621,2423,3915,79905.35,0.06779647687952187,0.4541236515485442,19.410049985269257
561,TikTok,Video,18-24,662,16,44354,3848,246,853,4403.11,0.08675654957839203,0.22167359667359668,4.161915799039566
562,Instagram,Image,45-60,2357,11,103708,11307,1938,2503,137407.58,0.10902726887028966,0.2213672945962678,53.89715597126076
563,Instagram,Image,25-34,3063,13,168465,16364,4552,3129,248208.7,0.09713590360015434,0.1912124175018333,78.32524749851154
564,Instagram,Image,18-24,1831,18,49437,4172,845,1933,18193.83,0.08439023403523677,0.463326941514861,8.412225816448423
565,TikTok,Image,18-24,2641,11,73948,6267,1169,2713,46863.09,0.08474874235949587,0.43290250518589435,16.273531810648358
566,Google,Video,35-44,2746,28,211442,24115,2711,2861,81622.89,0.11405018870423095,0.11863985071532242,27.52949764306925
567,Google,Carousel,35-44,4008,12,308616,13128,1783,4140,109789.33,0.042538300023329964,0.3153564899451554,25.51916186490814
568,TikTok,Video,25-34,624,6,34944,353,92,690,3840.0,0.01010187728937729,1.954674220963173,4.565218152493169
569,Instagram,Image,18-24,1960,9,131320,5241,994,2098,78774.1,0.03991014316174231,0.4003052852509063,36.54723478574941
570,Instagram,Video,18-24,3654,16,233856,7943,1419,3774,19627.82,0.033965346195949646,0.47513533929245877,4.200799970282349
571,Google,Carousel,35-44,719,4,41702,3453,258,812,8991.58,0.08280178408709414,0.2351578337677382,10.073369096577112
572,Instagram,Carousel,18-24,4414,3,225114,17943,969,4609,42377.29,0.07970628215037714,0.2568689739731372,8.194464815593353
573,Facebook,Video,18-24,1333,28,102641,7726,2247,1529,101607.88,0.07527206476943911,0.19790318405384416,65.45381087401127
574,Google,Video,18-24,973,16,69083,814,117,1101,3757.51,0.011782927782522472,1.3525798525798525,2.4128196052119573
575,Instagram,Video,35-44,1175,24,42300,3814,765,1265,46700.82,0.09016548463356974,0.33167278447823806,35.917640584327884
576,Google,Image,25-34,1579,27,85266,3887,271,1670,19303.95,0.04558675204653672,0.4296372523797273,10.559252685081349
577,Facebook,Video,45-60,1644,26,92064,7655,1690,1706,127950.49,0.08314867917970108,0.22286087524493794,74.0002892285939
578,Google,Video,25-34,296,25,11248,801,226,324,14996.58,0.0712126600284495,0.4044943820224719,45.28573216348304
579,Google,Video,45-60,3761,12,236943,11302,2191,3772,152363.48,0.04769923568115538,0.33374623960361,39.39328866938312
580,Google,Carousel,18-24,1610,11,77280,1916,156,1686,7571.95,0.02479296066252588,0.8799582463465553,3.4910763243003267
581,Google,Carousel,25-34,2450,5,191100,3895,761,2490,51605.07,0.020381998953427526,0.6392811296534018,19.7249260328339
582,Facebook,Image,45-60,2293,25,59618,6049,1461,2422,45649.34,0.10146264550974537,0.40039675979500744,17.84778893004173
583,TikTok,Image,35-44,3914,18,183958,20423,3096,3950,117318.32,0.11101990671783776,0.1934093913724722,28.700839828938975
584,Google,Carousel,35-44,1989,19,55692,4537,1224,2161,39393.11,0.08146591970121382,0.47630592902799207,17.22911014529055
585,Google,Carousel,25-34,3119,23,146593,3133,664,3294,28364.16,0.021372098258443446,1.051388445579317,7.610857119495924
586,Instagram,Carousel,25-34,276,23,6900,374,102,299,3059.04,0.05420289855072464,0.7994652406417112,9.230897859344026
587,Google,Video,18-24,3597,6,172656,15570,3205,3695,247787.53,0.09017931609674729,0.23731535003211304,66.0602238348539
588,Instagram,Video,25-34,314,22,24178,2315,191,463,6092.73,0.09574820084374225,0.2,12.159249841114002
589,TikTok,Carousel,18-24,1445,18,52020,1196,152,1544,2563.19,0.02299115724721261,1.2909698996655519,0.6600996667748705
590,Facebook,Video,18-24,3607,26,126245,1262,126,3745,5906.53,0.009996435502396135,2.967511885895404,0.5771768770533101
591,Facebook,Video,35-44,695,6,29190,2578,714,752,9993.81,0.08831791709489552,0.2916989914662529,12.289643538151482
592,TikTok,Image,35-44,3040,4,152000,7482,1796,3213,31857.49,0.049223684210526315,0.4294306335204491,8.915184210493228
593,Facebook,Carousel,45-60,1949,12,42878,1629,356,1977,9027.18,0.03799151079807827,1.2136279926335174,3.566101961947627
594,TikTok,Carousel,35-44,2554,19,102160,1166,146,2716,6205.66,0.011413469068128426,2.3293310463121784,1.2848525603076169
595,TikTok,Video,35-44,2822,29,126990,8817,846,2964,34117.12,0.06943066383179777,0.33616876488601566,10.510499396538675
596,TikTok,Carousel,25-34,1204,27,66220,6862,1640,1263,108204.63,0.10362428269405013,0.18405712620227338,84.67270447974698
597,Facebook,Image,35-44,637,29,38857,4481,755,731,46631.24,0.11532027691278277,0.16313322918991296,62.791019778078514
598,Instagram,Image,45-60,4621,2,258776,18691,1989,4662,79246.3,0.07222849105017466,0.24942485688299182,15.998347505861293
599,TikTok,Image,25-34,1871,17,134712,8970,1831,1913,61080.87,0.06658649563513273,0.2132664437012263,30.92936136171902
600,Google,Carousel,45-60,1035,11,42435,821,49,1108,1575.49,0.019347236950630377,1.3495736906211937,0.4219205138365887
601,Facebook,Carousel,35-44,4129,11,251869,17725,2331,4305,149602.78,0.07037388483695889,0.24287729196050775,33.75093574768024
602,TikTok,Carousel,45-60,3398,21,105338,5456,911,3589,12430.66,0.05179517363154797,0.6578079178885631,2.463543422883915
603,TikTok,Carousel,25-34,3881,16,236741,18178,1581,4040,17228.97,0.07678433393455295,0.22224667180107824,3.2645970176581054
604,Google,Carousel,18-24,1291,2,41312,2179,645,1354,42368.83,0.052744965143299766,0.6213859568609454,30.291602138469838
605,Instagram,Image,45-60,239,2,7170,261,26,240,1128.41,0.036401673640167366,0.9195402298850575,3.701693351250291
606,Instagram,Video,45-60,1030,23,75190,1537,126,1181,2414.37,0.02044154807820189,0.7683799609629147,1.0443451668438106
607,Instagram,Image,25-34,1748,8,61180,2731,275,1813,7284.64,0.04463877084014384,0.6638593921640424,3.018005648617843
608,TikTok,Carousel,25-34,1765,13,47655,983,238,1930,17915.52,0.020627426293148673,1.9633774160732451,8.282650703939064
609,TikTok,Image,45-60,2643,10,155937,4593,718,2673,50378.62,0.02945420265876604,0.5819725669497061,17.847220185150533
610,TikTok,Carousel,35-44,4186,8,326508,38726,7410,4300,442265.51,0.11860658850625405,0.11103651293704488,101.85244315143593
611,Facebook,Carousel,45-60,4483,4,340708,20051,1107,4508,48437.63,0.058850980898599387,0.22482669193556432,9.744816570283813
612,Google,Image,25-34,1148,15,67732,4640,271,1176,12580.54,0.06850528553711688,0.253448275862069,9.697737405485194
613,TikTok,Carousel,18-24,2376,1,152064,16133,2604,2570,203807.57,0.10609348695286196,0.15930081200024793,78.30255793445914
614,Google,Video,18-24,3297,11,257166,30734,7811,3374,606164.31,0.11951035517914499,0.10978069890024078,178.65747054019315
615,Google,Carousel,35-44,945,7,19845,1470,398,969,9977.4,0.07407407407407407,0.6591836734693878,9.296589902573109
616,Instagram,Video,45-60,1724,17,84476,8394,601,1771,40133.17,0.099365500260429,0.210984036216345,21.661303842159644
617,Facebook,Video,18-24,2959,27,144991,6664,1230,3023,29282.59,0.04596147347076715,0.45363145258103243,8.68660058120415
618,TikTok,Carousel,45-60,980,20,30380,1325,368,1160,9180.73,0.043614219881500986,0.8754716981132076,6.914418474388437
619,Instagram,Image,25-34,4434,24,128586,6981,1026,4500,58817.0,0.05429051374177593,0.6446067898581865,12.070444825266645
620,Instagram,Video,18-24,773,18,48699,4089,1052,862,40344.28,0.08396476313682005,0.210809488872585,45.80311009279242
621,TikTok,Image,35-44,2990,22,89700,7628,636,3135,47832.36,0.08503901895206244,0.4109858416360776,14.257530144938524
622,Google,Video,25-34,1139,29,38726,1730,491,1275,7969.26,0.044672829623508756,0.7369942196531792,5.250403598726135
623,Instagram,Carousel,35-44,4628,22,161980,3993,949,4665,43470.65,0.024651191505124088,1.1682945154019535,8.318466949405064
624,Google,Carousel,25-34,985,12,35460,2821,804,1071,59734.39,0.07955442752397067,0.37965260545905705,54.77440871460211
625,Facebook,Video,18-24,2345,9,105525,2544,557,2493,40821.39,0.024108031272210378,0.9799528301886793,15.374404982790173
626,Google,Carousel,35-44,205,5,4305,316,44,269,922.11,0.07340301974448316,0.8512658227848101,2.4279181313029103
627,Facebook,Video,35-44,1120,10,77280,6667,1897,1268,67655.82,0.08627070393374742,0.19019049047547623,52.356325075558715
628,Google,Carousel,25-34,2008,4,62248,5419,644,2034,34349.99,0.08705500578331835,0.3753460047979332,15.88790202266719
629,Instagram,Image,35-44,2551,5,178570,16585,2206,2656,46673.76,0.09287674301394411,0.16014470907446487,16.57295109427708
630,Instagram,Carousel,25-34,4269,28,192105,20365,4586,4391,356614.48,0.10600973425990995,0.21561502577952368,80.21486624234183
631,Facebook,Image,25-34,3880,28,162960,10591,2555,4077,189152.92,0.06499140893470791,0.3849494854121424,45.39512323839638
632,TikTok,Carousel,25-34,904,10,33448,3021,852,947,18476.91,0.09031930160248744,0.3134723601456471,18.510991211843443
633,Facebook,Image,25-34,689,11,35139,2744,277,788,5119.2,0.07808987165257976,0.28717201166180756,5.496452276460035
634,Facebook,Carousel,18-24,2288,21,155584,4750,1185,2315,18934.63,0.030530131633072808,0.48736842105263156,7.179107407751881
635,Google,Image,25-34,1652,24,94164,1207,283,1824,20846.08,0.012818062104413577,1.5111847555923779,10.428771373117138
636,Google,Video,45-60,491,10,37316,1541,101,507,2378.92,0.04129595883803194,0.32900713822193384,3.692150562630982
637,Facebook,Video,35-44,4678,28,308748,18133,2662,4804,104190.53,0.05873074481454131,0.2649313406496443,20.688287590540188
638,Instagram,Image,45-60,1386,8,30492,2374,286,1508,11846.0,0.07785648694739604,0.6352148272957034,6.8554405440007296
639,Google,Carousel,18-24,3750,2,213750,22122,2790,3917,144886.86,0.10349473684210526,0.17706355664044843,35.989240984148516
640,TikTok,Image,45-60,998,23,21956,693,204,1128,3064.38,0.03156312625250501,1.6277056277056277,1.716649564462082
641,Google,Carousel,35-44,3423,8,167727,3993,841,3498,21759.28,0.0238065427748663,0.8760330578512396,5.22049165419336
642,Google,Video,45-60,509,16,10180,1180,270,702,20305.17,0.11591355599214145,0.5949152542372881,27.924741186278773
643,TikTok,Carousel,18-24,4696,27,230104,5035,1481,4741,108984.88,0.021881410144977922,0.9416087388282026,21.987740101356806
644,Facebook,Video,25-34,442,22,28288,1771,255,599,16496.04,0.0626060520361991,0.3382269904009034,26.539295586296504
645,TikTok,Carousel,45-60,3988,5,203388,15134,3790,4056,43047.15,0.0744095030188605,0.26800581472181845,9.613202776753589
646,Facebook,Carousel,18-24,1837,27,86339,6004,952,1973,31311.73,0.0695398371535459,0.3286142571618921,14.87011203881411
647,Facebook,Carousel,18-24,4990,25,199600,3884,1038,5074,56007.48,0.019458917835671344,1.3063851699279094,10.038131988572266
648,Facebook,Image,35-44,2307,29,177639,2890,275,2317,8047.41,0.01626894994905398,0.8017301038062283,2.473203097384293
649,TikTok,Image,35-44,1188,3,77220,1668,478,1256,35214.77,0.0216006216006216,0.7529976019184652,27.037237911225635
650,Facebook,Video,45-60,3858,12,123456,9186,961,3956,52251.74,0.07440707620528772,0.4306553450903549,12.208226516043572
651,Instagram,Video,25-34,4791,13,220386,15400,2025,4881,30442.78,0.06987739693083952,0.3169480519480519,5.236995939276001
652,TikTok,Image,18-24,2504,13,137720,4918,1175,2697,86515.71,0.035710136508858556,0.5483936559577064,31.07849821347296
653,Instagram,Video,45-60,1516,10,39416,3159,468,1674,36056.44,0.08014511873350924,0.5299145299145299,20.539089439577687
654,Facebook,Image,18-24,3724,4,152684,15300,3091,3884,47724.64,0.10020696340153519,0.2538562091503268,11.287496387079722
655,Google,Carousel,18-24,1427,9,41383,603,97,1593,4584.73,0.014571200734601164,2.6417910447761193,1.8780451944182852
656,Facebook,Video,25-34,2647,22,153526,9947,2343,2740,73184.78,0.06479032867397053,0.27545993766964916,25.70977223574675
657,Instagram,Video,25-34,191,24,13752,1180,126,364,4724.84,0.08580570098894706,0.30847457627118646,11.980331468587828
658,Instagram,Image,45-60,2709,23,92106,3477,224,2873,5056.93,0.037749983714416,0.8262870290480299,0.7601570127183297
659,TikTok,Video,25-34,4646,27,157964,6927,865,4760,43652.27,0.04385176369299334,0.6871661613974304,8.170644070767139
660,Google,Video,25-34,889,2,20447,1584,267,1076,20574.63,0.07746857729740304,0.6792929292929293,18.12140716749235
661,TikTok,Carousel,45-60,3668,19,187068,20347,1872,3698,84642.63,0.10876793465477794,0.1817466948444488,21.88875974569812
662,Instagram,Video,25-34,3967,1,166614,16510,2289,3977,36175.4,0.09909131285486214,0.24088431253785583,8.09615372814627
663,Facebook,Carousel,35-44,645,25,47730,3538,530,731,28302.05,0.07412528807877646,0.20661390616167327,37.716893942560674
664,Google,Image,18-24,1954,29,48850,4412,283,2074,9569.82,0.09031729785056294,0.4700815956482321,3.6141839537509166
665,Facebook,Video,18-24,330,7,14190,711,139,459,9718.15,0.05010570824524313,0.6455696202531646,20.172444650813354
666,Facebook,Carousel,18-24,473,17,18447,1485,402,577,16251.84,0.08050089445438283,0.38855218855218854,27.166105881499956
667,Google,Image,18-24,4415,3,339955,20832,1831,4441,43026.25,0.06127869865129208,0.213181643625192,8.688415374493948
668,TikTok,Video,45-60,4299,20,240744,7437,1483,4300,34668.67,0.030891735619579305,0.5781901304289364,7.062482486411104
669,Facebook,Image,18-24,1800,20,70200,6120,1323,1902,84425.25,0.08717948717948718,0.3107843137254902,43.387618704830004
670,Instagram,Video,18-24,4807,21,149017,10611,1642,4907,46946.64,0.07120664085305703,0.4624446329280935,8.567279101171376
671,Facebook,Image,18-24,2017,3,104884,5186,1168,2037,74409.0,0.0494451012547195,0.392788276128037,35.52871983625826
672,Google,Image,18-24,4138,3,194486,21441,3273,4195,79900.84,0.11024443918842487,0.1956531878177324,18.046684569662833
673,Google,Carousel,35-44,4228,17,114156,1404,247,4360,8031.96,0.01229895931882687,3.1054131054131053,0.842192044689367
674,Google,Image,18-24,2996,7,59920,2680,138,3175,5876.6,0.04472630173564753,1.1847014925373134,0.8508989460685025
675,TikTok,Video,35-44,1499,27,83944,1364,304,1671,23111.21,0.01624892785666635,1.2250733137829912,12.830764620871712
676,Facebook,Video,45-60,2381,26,97621,9207,1982,2465,149088.42,0.09431372348162793,0.2677310741826871,59.48211678310168
677,TikTok,Carousel,25-34,2270,14,56750,4950,295,2362,7221.9,0.08722466960352424,0.4771717171717172,2.0575377762363436
678,TikTok,Video,18-24,3839,17,153560,7132,1013,3858,35531.31,0.04644438655899974,0.5409422321929332,8.209775068570838
679,Google,Video,25-34,2860,18,145860,12299,3625,2920,74160.09,0.0843205813794049,0.23741767623384014,24.39729274662491
680,Google,Video,25-34,4778,13,258012,13817,2144,4815,97978.56,0.053551772785761904,0.34848375189983355,19.348610737979158
681,TikTok,Image,45-60,1581,20,53754,5009,879,1728,37129.64,0.09318376306879488,0.34497903773208227,20.487062699214604
682,Facebook,Image,25-34,4932,29,118368,7097,1969,4956,143841.77,0.059957082995404164,0.69832323516979,28.02376375919783
